4_finetune.py:113: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
total loss: tensor(2616.0173, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13220.7930, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7684.2397, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1655.7064, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4133.8179, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9615.8135, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1538.3373, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6540.2427, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2823.3557, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2828.8926, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3139.3750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7468.0117, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18138.0293, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1301.8719, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5871.4097, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10773.1338, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4280.2661, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3506.1692, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1377421.1250, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(120232.5703, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4887.6470, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12178.4434, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4242.1309, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4862.9062, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1828.4521, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8947.7832, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1838.2468, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6493.3877, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3224.8457, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3227.8335, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19598.3438, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5717.2417, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19740.3008, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7414.2529, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9275.8896, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4500.3662, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(211632.1406, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11459.2891, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3377.0203, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(50303.5156, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(44634.6094, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2854.2920, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8416.5244, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1538.0823, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2600.6287, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2828.6118, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(413121.1562, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19784.8516, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(34638.1367, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5663.4272, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1935.6648, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6066.5684, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2977.8687, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10279.5215, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2031.9979, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2920.6372, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5043.3525, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(699546.8750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2719.0024, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6725.4717, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2860.1255, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6777.9424, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3889.9429, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4868.0435, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3876.2598, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2855.0396, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1375.4807, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12339.7998, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9849.4102, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2905.6414, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10090.7549, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3096.0215, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1497.3506, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1988.5125, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6409.1353, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3447.3137, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9682.4033, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2243.3792, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3988.6265, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5872.9238, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5376.0439, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(41772.3750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7627.4673, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(26984.8906, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5083.1763, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18208.8848, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10906.8340, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2257.2844, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7167.7749, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1246.2007, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6847.7324, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13203.4512, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2891.7539, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4182.2095, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6370.7896, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2635.0532, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1680.4895, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(45196.1562, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17413.7930, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3297.2532, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2226392.5000, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2040.7311, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2927.8076, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5737.7891, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17487.9102, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(24163.5605, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5965.7227, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1924.9889, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2365.6648, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1729.3044, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2897.3809, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2119.8911, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4567.4429, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5930.8120, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4224.6035, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3367.6047, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6569.9858, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7847.8936, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3277.3943, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9569.0586, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12144.1660, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1601.6711, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7035.5449, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4085.9092, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5113.8672, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10033.3291, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2159.9065, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1870.8923, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(14337.6064, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5146.3330, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2218.4949, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5937.2607, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4214.7798, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3036.1626, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8235.1914, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1679.5486, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3031.6865, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17956.2168, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4852.7510, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3312.9126, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3081.0273, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3413.5247, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(47964.6406, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2535.9839, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2445.3376, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21630.9141, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2775.9619, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5263.7651, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(59742.6055, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(39388.4766, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(43258.6992, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18775.3320, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5255.9775, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7981.7173, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7081.0083, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1823.5790, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2791.8015, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7193.2778, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6182.2339, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11263.3662, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10458.9893, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11174.5742, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2208.9512, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(16475.1875, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27772.3867, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11055.9961, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3279.0627, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(302549.9062, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2716.4553, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2880.6765, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2118.5596, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1503.3386, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6051.3486, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1946.3762, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(28224.5078, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2636.8269, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(64474.8672, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(61760.2109, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2852.2329, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3341.2844, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11096.4658, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2969.9512, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3444.7000, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(14625.3750, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6936.8281, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(53109.3633, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(18853.2402, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(141125.0156, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(12932.0146, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1970.5476, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(54565.8984, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(66117.5938, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7575.9624, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(26119.3477, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6181.8232, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(60504.4453, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1346.4180, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3990.8230, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4283.9248, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1331.5808, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(90638.8516, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4144.4683, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6219.0239, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7070.1860, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(23707.9082, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(17619.0215, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1511.7861, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5631.3477, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(47681.5625, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1941.5020, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3447.2363, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10339.0273, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4099.2686, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4135.3647, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4746.2051, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8963.3721, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3882.0513, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8818.6055, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5970.8740, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7746.2437, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3040.5630, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(9805.0088, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3800.2876, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8532.1494, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3495.5317, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2171.9417, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5075.6289, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3376.0442, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(19404.4141, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7857.3994, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5344.9336, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3695.9849, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(11777.9238, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(10100.3184, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(51065.3633, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2934.6362, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8482.0742, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(21059.8555, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(13638.4316, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3475.0981, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1934.5468, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(32853.1055, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4152.2085, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2866.0437, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(15004.6953, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6724.0825, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3869.6260, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1887.2053, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(5729.4961, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7036.4961, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4118.6572, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3088.2720, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4193.1909, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(50667.5703, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(8607.1836, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(1870.9895, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3194.1379, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4986.5830, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3341.0874, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(3548.2297, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(27827.4707, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(2486.8838, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(7505.2129, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(6152.4512, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(4664.5005, device='cuda:3', grad_fn=<DivBackward0>)
total loss: tensor(31146.5469, device='cuda:3', grad_fn=<DivBackward0>)
